word: የሚቆመው	stem: ሚቆመው
word: ባሕሩን	stem: ባህር
word: ጋገረችው	citation: ጋገረ
word: ያፈሰስሽውን	citation: አፈሰሰ
word: ብሎታልና	stem: ብሎታል
word: ያገለግሉኝ	citation: አገለገለ
word: የተሳለችውን	stem: የተሳለችው
word: ከብዙኃኑ	stem: ብዙሀን
word: አሳወረ	citation: አሳወረ
word: የጠባቂዎች	stem: ጠበቀ
word: ጴጥሮስንና	stem: ጴጥሮስ
word: አስጥለኝ	citation: አሰጠለ
word: ትጠብቃቸዋለች	citation: ጠበቀ
word: አገልጋይዋ	stem: አገለገለ
word: ባትታዘዙና	stem: ባትታዘዙ
word: አይደለችም	stem: አይደለች
word: እየተጠቀለለ	stem: የተጠቀለለ
word: አወርዳቸዋለሁ	citation: አወረደ
word: የወንጀል	stem: ወንጀል
word: የወንዶች	stem: ወንድ
word: መላእክትም	stem: መላእክት
word: ትሰበስባላችሁ	citation: ሰበሰበ
word: ኃያላኖችሽም	stem: ሀያላኖች
word: ከለከልኩህ	citation: ከለከለ
word: ጸሎቴ	stem: ጸሎት
word: ይሸፍናቸዋል	citation: ሸፈነ
word: ሲጋልቡና	stem: ሲጋልብ
word: ያጸናችኋል	stem: ያጸናችህዋል
word: ከኃጢአታችን	stem: ከሀጢአታች
word: ዞረህ	stem: ዞረ
word: ይመላለሱ	citation: ተመላለሰ
word: ጻፍ	citation: ጻፈፈ
word: ልሠራና	stem: ልሰራ
word: የባሕርን	stem: ባህር
word: እንደምታውቁትና	stem: እንደምታውቁት
word: የዘቢብ	stem: ዘቢብ
word: ቢሆንም	stem: ቢሆ
word: በመባል	stem: መባል
word: የጻፈላቸውን	stem: የጻፈላቸው
word: ተጣራ	citation: ተጣረረ
word: ዳሩልን	citation: ዳረረ
word: ማን	citation: ማነነ
word: ትደመስሳለህ	citation: ደመሰሰ
word: የቤተልሔሙ	stem: ቤተልሄም
word: ለሳኦልም	stem: ለሳኦል
word: አጸናለሁ	stem: አጸናለህ
word: በቅድስቱ	stem: በቅድስት
word: በከንፈሮቼ	stem: በከንፈራ
word: መደሰታችሁን	stem: ተደሰተ
word: ቢያስተምርና	stem: ቢያስተምር
word: እንዳሰባችሁ	stem: እንዳሰብ
word: ከሚገድል	citation: ገደለ
word: የተገነዘበው	citation: ተገነዘበ
word: ከእውነት	stem: እውነት
word: የይሁዳና	stem: የይሁዳ
word: የሚፈልግና	citation: ፈለገ
word: መዳንና	stem: መዳን
word: ተከትለዋል	citation: ተከተለ
word: አላበጠም	stem: አላበጠ
word: አጭር	citation: አጨጨረ
word: ሃዳድኤዜርን	stem: ሀዳድኤዜር
word: ይሽጳን	stem: ይሽጳ
word: የምሥራቅ	stem: ምስራቅ
word: የኢዮስያስን	stem: የኢዮስያስ
word: አቃፊዎች	stem: አቃፊ
word: ያስወግዳቸዋል	citation: አስወገደ
word: አራተኛው	stem: አራተኛ
word: እየተመለሰም	stem: እየተመለሰ
word: ሸፍን	citation: ሸፈነ
word: ሸምግሎ	citation: ሸመገለ
word: ስለተነሳ	stem: ተነሳ
word: ላገባ	stem: አገባ
word: በምድራችን	stem: ምድር
word: ጥልቁ	stem: ጥልቅ
word: የሚያጣራው	stem: ሚያጣራ
word: ከቴልሃርሻ	stem: ቴልሀርሻ
word: ቀበቶውን	stem: ቀበቶ
word: ትርጉሙንም	stem: ትርጉም
word: እየተጓዙም	stem: የተግዋዝ
word: ምግባርሽንና	stem: ምግባርሽን
word: በጴርጌ	stem: ጴርጌ
word: ተገጥሞ	citation: ተገጠመ
word: እንደማነጋግራችሁ	stem: ንደማነጋግር
word: ሌዋውያኑንና	stem: ሌዋውያኑ
word: በሌሎች	stem: ሌላ
word: የሰማነው	stem: ሰማነ
word: ሉዓላዊው	stem: ሉአላዊ
word: እንዳያደርግ	stem: ንዳያደርግ
word: በምትበላው	stem: በምትበላ
word: ካገኘሁና	stem: ካገኘህ
word: አድርገውበታል	citation: አደረገ
word: አይጨነግፉም	stem: አይጨነግፉ
word: ሣርንም	stem: ሳር
word: የወረደው	citation: ወረደ
word: ጥርስና	stem: ጥርስ
word: የምትገነዘብ	citation: ተገነዘበ
word: ይቆርጣሉ	citation: ቆረጠ
word: ስለምትፈልጉኝ	citation: ፈለገ
word: አድጋ	citation: አደደገ
word: ሊታዘዘንም	stem: ሊታዘዘን
word: እንደተስተካከለ	stem: ተስተካከለ
word: ማስረጃዎች	stem: ማስረጃው
word: የፋፉና	stem: የፋፍ
word: ለጎግ	stem: ጎግ
word: እንዳይባዝኑና	stem: እንዳይባዝን
word: ይፈልጋሉ	citation: ፈለገ
word: ምሥክሮችን	stem: ምስክራ
word: የነበሩትም	citation: ነበረ
word: አይራቡም	stem: አይራቡ
word: አልመለሳችሁም	stem: አልመለስ
word: አቁሞ	citation: አቆመመ
word: አምላክሽ	stem: አምላክ
word: አታለለኝና	citation: አታለለ
word: በስውር	stem: ስውር
word: የሁላችንም	stem: ሁላችንም
word: ለመስደብና	stem: መስደብና
word: ጎሜርን	stem: ጎሜር
word: ከደረሱት	citation: ደረሰ
word: ወርደው	citation: ወረደ
word: ከገበታዬ	stem: ገበታዬ
word: ከቤትካር	stem: ቤትካር
word: ቆርጧልና	citation: ቆረጠ
word: ተጣለች	citation: ተጣለተ
word: ከተወለድኩበት	citation: ተወለደ
word: ለወንድምሽ	stem: ለወንድም
word: ለጦቢያህ	stem: ጦቢያህ
word: እንድበረታታ	stem: ንድበረታታ
word: ሠራተኞቹ	stem: ሰራተኝ
word: ሊያስወጡት	citation: አስወጦተ
word: በነገረኝ	citation: ነገረ
word: አታገኛቸውም	citation: አገነነ
word: በማሳወቅ	stem: ማሳወቅ
word: ሳያስፈልጋቸው	stem: ሳያስፈልጋቸ
word: እንዲሰጠን	stem: እንዲሰጠ
word: ስላልተሰበሰበ	citation: ተሰበሰበ
word: ከርግብ	stem: ርግብ
word: የረሃብያህ	stem: ረሀብያህ
word: ያአሬሽያህ	stem: አአሬሽያ
word: የታዘዙት	stem: ታዘዙት
word: አጭቻችኋለሁ	stem: አጭቻችህዋለህ
word: ወዳሰቡበት	stem: አሰቡበት
word: አላደረጉትም	citation: አደረገ
word: አመጣለትና	stem: አመጣለት
word: በኃይሉ	stem: ሀይል
word: በፏፏቴህ	stem: በፏፍዋቴ
word: ያልተናገርኩትን	citation: ተናገረ
word: በዝሙቷ	stem: ዝሙቷ
word: ተጠንቅቃችሁ	citation: ተጠነቀቀ
word: በለሰለሰ	stem: ለሰለሰ
word: ከባልንጀራህ	stem: ከባልንጀራ
word: አያጋጥማቸውም	citation: አጋጠመ
word: በግቢያችሁ	stem: ግቢያችህ
word: መልሷል	citation: መለሰ
word: ድንጋዩን	stem: ድንጋይ
word: እንዳልወልድ	stem: አልወልድ
word: ንጋትን	stem: ንጋት
word: ጥበባቸው	citation: ጠበበ
word: ሰላዮችን	stem: ሰለለ
word: ሆነናልና	stem: ሆነናል
word: ከባሁሪም	stem: ከባሁሪ
word: ካልተገረዛችሁ	stem: ካልተገረዛችህ
word: በተመላለሰበት	citation: ተመላለሰ
word: ከበርካታ	stem: በርካታ
word: ለመማር	stem: መማር
word: ይጠለፉበታል	citation: ተጠለፈ
word: ስለካሰኝ	stem: ካሰኝ
word: በማቴዎስ	stem: ማቴዎስ
word: ገረፏቸው	citation: ገረፈ
word: የሚከተሉትን	citation: ተከተለ
word: እልሻለሁ	stem: ልሻለህ
word: ነገርስ	stem: ነገር
word: የከተማዋም	stem: ከተማ
word: እንደተሰለፈ	citation: ተሰለፈ
word: የሚከሰት	citation: ተከሰተ
word: እንድትቆሙ	stem: ንድትቆም
word: በራባ	stem: ራባ
word: የመውቂያ	stem: መውቂያ
word: ጋት	citation: ጋተተ
word: አልቀላቀላቸውም	citation: ተቀላቀለ
word: በአስማተኞቹ	stem: አስማተኞች
word: ታዞራለህ	stem: ታዞራለ
word: ያጎነብሳል	citation: አጎነበሰ
word: የላከሽ	stem: ላከ
word: ድርሻዎችሽ	stem: ድርሻ
word: ተደብቀውበት	citation: ተደበቀ
word: የምወስደውን	citation: ወሰደ
word: መጠንቀቅና	stem: ጠነቀቀ
word: መገጣጠሚያ	stem: ተገጣጠመ
word: አጭሰው	stem: አጭሰ
word: አንኩስንም	stem: አንኩስ
word: እስኪነሳ	stem: ስኪነሳ
word: አይለውጥም	stem: አይለውጥ
word: ከሥራ	stem: ስራ
word: ከጠፈሩ	stem: ጠፈር
word: እንደማይገባችሁ	stem: ንደማይገብ
word: በምታሳይበት	stem: ምታሳይበት
word: የተሻገርክ	citation: ተሻገረ
word: ሹፒምን	stem: ሹፒም
word: ብትስማሙ	stem: ብትስማም
word: ፀጉሩም	stem: ጸጉር
word: ተደርጓል	citation: ተደረገ
word: የተገለጠው	stem: የተገለጠ
word: ይተነብዩላችኋል	stem: ይተነብዩላችህዋል
word: ያበቅላሉ	citation: አበቀለ
word: የምትመርጡት	citation: መረጠ
word: እንድትከበሩ	citation: ተከበረ
word: እለፉ	stem: ለፍ
word: የምትሠዉአቸውን	stem: የምትሰዉአቸ
word: እንሽላሊት	stem: ንሽላሊት
word: አሲንክሪጦስን	stem: አሲንክሪጦስ
word: ጎልማሳ	citation: ጎለመ
word: በረከት	stem: ረከት
word: ስለምንወድ	citation: ወደደ
word: ፊቴ	stem: ፊት
word: ልቀበል	citation: ተቀበለ
word: የፋርሱ	stem: ፋርስ
word: አረክሳለሁ	citation: አረከሰ
word: እስክታጠፋን	stem: ስክታጠፋን
word: ያበዱት	stem: አበዱት
word: ስለሚጠብቃችሁ	stem: ሚጠብቃችህ
word: የአረባን	stem: የአረባ
word: መስተዋቱን	stem: መስተዋት
word: እተክላቸዋለሁ	citation: ተከለ
word: የሚያመሰኳ	stem: የሚያመሰክ
word: አሻን	stem: አሻ
word: አልተናገራችሁምና	stem: አልተናገራችሁም
word: መዛሙርቱንም	stem: መዛሙርቱን
word: ያለመታዘዝ	stem: አለመታዘዝ
word: አይጨነቅም	citation: ተጨነቀ
word: ልቀቃቸው	citation: ለቀቀ
word: ልንልህ	stem: ልንል
word: እንደቀድሞውም	stem: ቀድሞ
word: የሚነሳም	stem: ሚነሳም
word: የታላቂቱ	stem: የታላቂት
word: በተከራየው	stem: ተከራየ
word: እንዳታገለግላቸው	stem: አታገለግላቸ
word: በትርምስ	stem: ትርም
word: የሚያጠናክርና	citation: አጠናከረ
word: አመሷት	stem: አመስዋት
word: የታተመን	stem: ታተመን
word: ምሕረትህም	stem: ምህረት
word: ቃይናን	stem: ቃይና
word: እንደሚቆረጥ	citation: ተቆረጠ
word: የፍጻሜ	stem: ፍጻም
word: አይተዋልና	stem: አይተዋል
word: ብልጭታና	stem: ብልጭታ
word: ግሪካውያንን	stem: ግሪካውያን
word: አድሬአለሁ	stem: አድሬአለህ
word: ባይሰኝባትና	stem: አይሰኝባት
word: ከመጊዶ	stem: መጊዶ
word: የሸረሪት	stem: ሸረሪት
word: ሲያስቡ	stem: ሲያስብ
word: የሚመጣበትን	stem: የሚመጣበት
word: የሞቱትን	stem: ሞቱትን
word: በደብዳቤው	stem: በደብዳቤ
word: ያውጁ	stem: ያውጅ
word: በማስገባት	stem: ማስገባት
word: እያፈራችሁና	stem: ያፈራችህ
word: ዘንዶው	stem: ዘንዶ
word: ገባን	stem: ገባ
word: ያዘጋጀ	stem: አዘጋጀ
word: መቀጣቱ	stem: መቀጣት
word: የንዕማን	stem: ንእማን
word: እንዲሆናቸው	stem: እንዲሆናቸ
word: ከጤናማ	stem: ጤናማ
word: በሚፈርድበት	citation: ፈረደ
word: ትቀመጣለህ	citation: ተቀመጠ
word: አያስቡም	stem: አያስቡ
word: ጥያቄዎች	stem: ጥያቄ
word: የተጣራና	stem: የተጣራ
word: ባይሰጥህ	stem: ባይሰጥ
word: ከአምላኩ	stem: አምላክ
word: የያዙት	stem: ያዙት
word: በሳንሄድሪን	stem: ሳንሄድሪን
word: ወፎችንና	stem: ወፍ
word: ከፈቱብኝ	citation: ከፈተ
word: ሲለምኑ	citation: ለመነ
word: የሰማነውና	stem: የሰማነው
word: ገንዳውና	stem: ገንዳው
word: በዮጥባታ	stem: ዮጥባታ
word: ድራቸው	stem: ድር
word: ሊዳረግ	citation: ተዳረገ
word: መደሰትና	stem: ተደሰተ
word: አገልግሎቴን	stem: አገልግሎት
word: ስለሚፈስ	stem: ሚፈስ
word: ትተዋችሁ	stem: ትተዋችህ
word: ያፍሌጥን	stem: ያፍሌጥ
word: በቲሽባዊው	stem: በቲሽባዊ
word: ሰማች	stem: ሰመተ
word: ጌታዊውን	stem: ጌታዊ
word: ሳምራውያን	stem: ሳምራውያ
word: የምናፈሰው	citation: አፈሰሰ
word: በርኅራኄ	stem: ርህራሄ
word: ታሳዩ	stem: ታሰለ
word: ነገርከኝ	citation: ነገረ
word: ጨምርበት	citation: ጨመረ
word: ኢዮቤድም	stem: ኢዮቤድ
word: እየተወሰዱ	citation: ተወሰደ
word: በመመሥከሬ	stem: መሰከረ
word: አጉረምራሚዎች	stem: አጉረመረመ
word: በመላጥና	stem: በመላጥ
word: አይፈጽሙም	stem: አይፈጽሙ
word: ተንቀጠቀጠች	citation: ተንቀጠቀጠ
word: በኤባል	stem: ኤባል
word: የተቸገሩትን	citation: ተቸገረ
word: ለሠሯቸው	stem: ለሰርዋቸ
word: አስነስቶታል	citation: አስነሰጠተ
word: ለየት	stem: የት
word: የሚፈርስበት	citation: ፈረሰ
word: ተሰባብረሽ	citation: ተሰባበረ
word: ግረዛቸው	stem: ግረዝ
word: ተሸካሚዎች	stem: ተሸከመ
word: ለዛብሎን	stem: ለዛብሎ
word: የረዓብ	stem: ረአብ
word: ደረሳቸው	citation: ደረሰ
word: ለዚሁ	stem: ዚህ
word: ዋጋም	stem: ዋጋ
word: እንዲያበቃ	stem: ንዲያበቃ
word: እንዳረፈ	stem: አረፈ
word: ተቆጥሬአለሁ	stem: ተቆጥሬአለህ
word: እንዳልተገረዘ	stem: አልተገረዘ
word: ነገሩም	stem: ነገር
word: እየመከርክ	citation: መከረ
word: በአእምሯችሁ	stem: በአእምርዋችህ
word: ቢሰብክላችሁ	citation: ሰበከ
word: ሳፍን	stem: ሳፍ
word: ልንወርሰው	citation: ወረሰ
word: የሃሎሔሽ	stem: የሀሎሄ
word: ለሰው	stem: ሰው
word: መሣሪያዎቼን	stem: መሳሪያ
word: ከቂጣና	stem: ቂጣና
word: እንደሰማውስ	stem: ንደሰማ
word: ይነግሩሃል	citation: ነገረ
word: እንደማይረባ	stem: ማይረባ
word: አድኑ	stem: አድን
word: ኃይልና	stem: ሀይል
word: ከተረጋገጠ	citation: ተረጋገጠ
word: ለከበባው	stem: ለከበባ
word: ይበታትነዋልና	stem: ይበታትነዋል
word: የሚሰነዝሩ	citation: ሰነዘረ
word: የሰሙትም	stem: የሰሙት
word: ያለምሕረት	stem: አለምህረት
word: ሜራራውያን	stem: ሜራራውያ
word: በገንዘቡ	stem: ገንዘብ
word: እስኪያንገፈግፋችሁ	stem: እስኪያንገፈግፋችህ
word: ከተነሱት	stem: ተነሱት
word: ያከናወንካቸውንም	citation: አከናወነ
word: እንድንገባም	stem: ንድንገባ
word: አለቀሱ	citation: አለቀሰ
word: እንደዛም	stem: ንደዛ
word: ያነጋግራችሁ	citation: አነጋገረ
word: መዝነብ	stem: ዘነበ
word: የማሰናከያ	stem: አሰናከለ
word: ለተሰማን	stem: ለተሰማ
word: ቶላድ	citation: ቶላደደ
word: በኤሮት	stem: ኤሮት
word: ይከተላታል	citation: ተከተለ
word: የመታቸውን	stem: መት
word: እንዲያፈገፍጉ	citation: አፈገፈገ
word: አገልጋዮቹ	stem: አገለገለ
word: የተመነው	citation: ተመነ
word: ያልተቆረጠውን	citation: ተቆረጠ
word: በበግ	stem: በግ
word: ቦዔዝም	stem: ቦኤዝ
word: አወድሺ	citation: አወደሰ
word: ኢዪም	stem: ኢዪ
word: ትእዛዛትና	stem: ትእዛዛት
word: ባናገረኝ	citation: አናገረ
word: የማይሰማም	stem: ማይሰማም
word: አላጠፋችሁም	stem: አላጠፍ
word: የሞላባቸው	stem: ሞላብ
word: ተነስተውም	stem: ተነስተ
word: ቀበሮዎችን	stem: ቀበሮ
word: የተጣሉባቸው	stem: የተጣሉብ
word: እንዳይወድቅም	stem: እንዳይወድቅ
word: በእያንዳንዳቸውም	stem: እያንዳንድ
word: አይታጠቡም	stem: አይታጠብ
word: ከነአናውያንም	stem: ነአናውያን
word: የጊናትን	stem: የጊናት
word: ኢታይን	stem: ኢታይ
word: ባቀረበችው	citation: አቀረበ
word: በሚፈረድብን	citation: ተፈረደ
word: እያነጋገረኝ	citation: አነጋገረ
word: ትቃርም	stem: ትቃር
word: ከዘሩባቤልና	stem: ዘሩባቤልና
word: በራሳቸው	stem: ራስ
word: የወፍጮ	stem: ወፍጮ
word: በየነገዳችሁና	stem: የነገዳችሁ
word: በዚፍ	stem: ዚፍ
word: የተደቆሰን	citation: ተደቆሰ
word: ይንከራተታሉ	citation: ተንከራተተ
word: የሚመሯችሁ	citation: መረረ
word: ያሳዩት	stem: አሳዩት
word: የመጡትን	stem: የመጡት
word: ኃጢአተኞችም	stem: ሀጢአተኝ
word: የምትኖርበትን	stem: ምትኖርበትን
word: መናውን	stem: መናው
word: ከየሮሃም	stem: የሮሀም
word: በማንበብ	stem: አነበበ
word: ይገሥጻልና	stem: ይገስጻል
word: ቀለበትና	stem: ቀለበት
word: ነገርን	stem: ነገር
word: እስኪሰማ	stem: ስኪሰማ
word: ተጠቅመው	citation: ተጠቀመ
word: አይናወጥ	citation: ተናወጠ
word: በብኤርላሃይሮዒ	stem: ብኤርላሀይሮኢ
word: የምትጠልቅበትን	citation: ጠለቀ
word: ተከፈሉ	citation: ተከፈለ
word: ከባሪያይቱ	stem: ባሪያይት
word: ምክንያትና	stem: ምክንያት
word: ነገሥታቷንና	stem: ነገስታት
word: ማማዎችሽ	stem: ማማዋ
word: አይሰጡትም	stem: አይሰጡት
word: እየሰነዘረብኝ	citation: ሰነዘረ
word: ያረፈ	stem: አረፈ
word: ከኤልዛቤል	stem: ኤልዛቤል
word: ሾሜዋለሁ	stem: ሾሜዋለህ
word: ጨቋኝ	stem: ጨቆነ
word: አስፈላጊ	stem: አስፈለገ
word: ደንዝዣለሁ	citation: ደነዘዘ
word: ያላየውን	stem: አላየውን
word: እንገንባ	stem: ንገንባ
word: በየከተሞቹ	stem: ከተማ
word: የሚያዋስነው	citation: አዋሰነ
word: ለመጥፋት	stem: መጥፋት
word: እገልጣለሁ	stem: ገልጣለህ
word: መንጎቹንና	stem: መንጋ
word: ለአበኔርና	stem: አበኔር
word: የደረቀና	stem: የደረቀ
word: እንዳይበዙብህ	stem: ንዳይበዙብ
word: እህቶቼንና	stem: እህቶች
word: ከነቢያት	stem: ነቢያት
word: በዓሉም	stem: በአል
word: ጭኖቹ	stem: ጭን
word: ይሰግዳሉ	citation: ሰገደ
word: ቲፍሳን	stem: ቲፍሳ
word: ካወረደ	citation: አወረደ
word: ትንሿ	stem: ትንሽ
word: በጎዳናው	stem: ጎዳና
word: መልእክተኛውን	stem: መልእክተኛ
word: የተማረኩትንና	stem: ተማረኩት
word: ከመጨረሻዎቹ	stem: ጨረሰ
word: ባደርግም	stem: ባደርግ
word: ከቀኒዛዊው	stem: ቀኒዛዊው
word: በመፈወሱ	stem: በመፈወስ
word: ጠባቤንና	stem: ጠባቤ
word: የምገኘው	stem: የምገኘ
word: ይህችም	stem: ይህች
word: ትሰማላችሁ	stem: ትሰማላችህ
word: ከቅጣት	stem: ቅጣት
word: ስላቀዳጃቸው	stem: ስላቀዳጅ
word: የፋርሳውያን	stem: ፋርሳውያ
word: እንዲረሳ	stem: ንዲረሳ
word: ይለቅማሉ	citation: ለቀመ
word: በምታስገኛቸው	stem: ምታስገኛቸው
word: ታስወጣቸዋለህ	stem: ታስወጣቸዋለ
word: በድንክ	stem: ድንክ
word: ኢዮዓቄም	stem: ኢዮአቅ
word: ወዳዘጋጀችው	stem: አዘጋጀችው
word: ብናገር	citation: ተናገረ
word: ጥርሶችም	stem: ጥርስ
word: አልወሰነም	stem: አልወሰነ
word: ትንቀጠቀጥና	stem: ትንቀጠቀጥ
word: ለእኛም	stem: ለእኛ
word: የሚፈሩትንና	stem: ሚፈሩትን
word: የላባን	stem: ላባ
word: ባሳያችሁት	stem: አሳያችሁት
word: ሲነካኩ	stem: ሲነካክ
word: ያሳምን	stem: ያሳም
word: ከሰጠኝ	stem: ሰጠኝ
word: ቁልልና	stem: ቁልል
word: እያለላችሁ	stem: አለል
word: አቀርበዋለሁ	citation: አቀረበ
word: ታላቂቱን	stem: ታላቂት
word: የረከሰች	citation: ረከሰ
word: መረቡ	stem: መረብ
word: በአክዚብ	stem: አክዚብ
word: አታብጅ	citation: አታበደ
word: እንደሚመለስ	citation: ተመለሰ
word: ስለሚፈጸመውና	stem: ስለሚፈጸመ
word: ውጭውንም	stem: ውጭው
word: በሚያቀርበው	citation: አቀረበ
word: በምሽጎቿም	stem: ምሽጋ
word: በፍሙም	stem: በፍም
word: እንስሶች	stem: እንስሳ
word: በሕይወት	stem: ህይወት
word: የለበሰችና	citation: ለበሰ
word: የሙሽሪት	stem: ሙሽሪት
word: ባያውቅና	stem: ባያውቅ
word: መተላለፋችንን	stem: ተተላለፈ
word: የወለዳቸው	citation: ወለደ
word: በመቆየቱም	stem: በመቆየቱ
word: ይወጋሉ	stem: ይወጋል
word: በዕብራይስጥ	stem: እብራይስጥ
word: እናያለን	stem: እናያለ
word: ከማህፀን	stem: ማህጸን
word: ደግሞም	stem: ደግሞ
word: በበትሮቹ	stem: በትር
word: መሬታችንን	stem: መሬት
word: ዘልቀው	citation: ዘለቀ
word: ረጨበትና	stem: ረጨበት
word: ተሸፍነሃል	citation: ተሸፈነ
word: ሰጠመ	citation: ሰጠመ
word: ለሃሻብያህ	stem: ለሀሻብያ
word: እንደማመጣ	stem: ንደማመጣ
word: እደመስሰዋለሁ	citation: ደመሰሰ
word: ከመቅሰፍቱ	stem: ከመቅሰፍት
word: ከበጎች	stem: በግ
word: የማይሰኙትን	stem: ማይሰኙት
word: ሳይሰጠው	stem: ሳይሰጠ
word: የደፋ	stem: ደፋ
word: ጆሮዎቹ	stem: ጆሮ
word: ውበቱን	stem: ውበት
word: ለገደላቸው	citation: ገደለ
word: ቆቦቹንም	stem: ቆባ
word: ይከተለውም	citation: ተከተለ
word: ማታለልና	stem: አታለለ
word: አልነበርኩም	stem: አልነበርክ
word: መቃብሮችን	stem: መቃብር
word: ሰርግዮስ	stem: ሰርግዮ
word: እንደተመለሰ	citation: ተመለሰ
word: በድንጋዮቹ	stem: ድንጋይ
word: እንዲገነዘቡ	citation: ተገነዘበ
word: ከይስሐቅና	stem: ይስሀቅና
word: በጸናሁ	stem: ጸናሁ
word: የማይመስል	stem: ማይመስል
word: ክተበው	citation: ከተበ
word: ካረፈው	stem: አረፈ
word: እየተጋፈጥኩት	stem: የተጋፈጥኩት
word: ሃጾርን	stem: ሀጾር
word: ማኅበርና	stem: ማህበር
word: እሾሃማ	stem: ሾሀማ
word: ታድጎን	stem: ታድጎ
word: ለመጥላትም	stem: መጥላት
word: ያበቃለት	stem: አበቃለት
word: በወጣትነት	stem: ወጣትነት
word: ለእጅ	stem: እጅ
word: ሲያፈገፍጉ	citation: አፈገፈገ
word: ይመጣል	citation: መጠጠ
word: መረዳት	citation: መረደ
word: ትመራኛለህ	stem: ትመራኛለ
word: ለግንባታ	stem: ግንባታ
word: እንዲዘጋጅለት	stem: ንዲዘጋጅለት
word: አያሰኙኝም	stem: አያሰኙኝ
word: የባሌ	stem: ባሌ
word: ቀኑን	stem: ቀን
word: የኤሊያዳን	stem: ኤሊያዳ
word: በዘገየ	stem: ዘገየ
word: በማከማቻ	stem: ማከማቻ
word: በተወሰኑ	citation: ተወሰነ
word: እንደሚለበልብ	stem: ንደሚለበልብ
word: መስፈሪያ	stem: ሰፈረ
word: ሲከለክል	citation: ከለከለ
word: በተገቢው	stem: በተገቢ
word: ነፈሰ	citation: ነፈሰ
word: ሥጋቸውን	stem: ስጋቸ
word: የቀአትን	stem: የቀአት
word: ያንገላቷቸው	stem: አንገላትዋቸ
word: መውጣቱን	stem: መውጣት
word: በቀጭኑ	stem: ቀጭኑ
word: ሲደርስባቸው	citation: ደረሰ
word: በሚያስከትሉ	citation: አስከተለ
word: ከሚጠሉ	stem: ሚጠል
word: የተማርክ	stem: ተማርክ
word: ጓደኛውም	stem: ግዋደኛ
word: ራስንና	stem: ራስ
word: የማልቆጠር	stem: ማልቆጠር
word: አስገባሪ	stem: አስገበረ
word: በጸሎታችን	stem: ጸሎት
word: ሄሜኔዎስና	stem: ሄሜኔዎስ
word: ዮዲትን	stem: ዮዲት
word: ለወጣቶች	stem: ወጣት
word: ሥጋና	stem: ስጋ
word: ሞኝነትም	stem: ሞኝነት
word: የወይራ	stem: ወይራ
word: የማይኮንነን	stem: ማይኮንነ
word: ስላዋለ	stem: አዋለ
word: አትላኳቸው	stem: አትላኳቸ
word: በሞተ	stem: ሞተ
word: መዘንኩላቸው	citation: መዘነ
word: ተገዝታላቸው	citation: ተገዘተ
word: በአንደበትህም	stem: አንደበትህ
word: እየተከተልኩ	citation: ተከተለ
word: የተገለጠልኝ	stem: ተገለጠልኝ
word: የሰማያዊውን	stem: የሰማያዊ
word: በምትበሉበት	stem: ምትበሉበት
word: ክምሩን	stem: ክምር
word: ባይወለድ	stem: አይወለድ
word: መቀርቀሪያዎቹን	stem: መቀርቀሪያዎች
word: ስለሠራው	stem: ሰራ
word: ከድንኳንህም	stem: ከድንክዋንህ
word: የተሰጣት	stem: ተሰጣት
word: ደመሰሳቸው	citation: ደመሰሰ
word: ኤልዛቤልን	stem: ኤልዛቤል
word: መሠዊያዎቻቸውንም	stem: መሰዊያዎቻቸ
word: በበጎች	stem: በግ
word: የሚተከለውን	citation: ተተከለ
word: የሚጎድልብኝ	citation: ጎደለ
word: እንደተላበሰው	stem: እንደተላበሰ
word: ነግረኸኝ	citation: ነገረ
word: ተነቅሎ	citation: ተነቀለ
word: መጥቶም	stem: መጥቶ
word: መበለትነትሽ	stem: መበለትነት
word: በከዋክብት	stem: ከዋክብት
word: ከመጭመቂያህ	stem: ከመጭመቂያ
word: እንደምትሰኝ	stem: ንደምትሰኝ
word: ጠባቂዎችን	stem: ጠበቀ
word: በመፈጸም	stem: ፈጸመ
word: ለማቅረብ	stem: አቀረበ
word: ለዘራችሁ	stem: ዘር
word: ከማቅሄሎት	stem: ማቅሄሎት
word: የመራዮት	stem: መራዮት
word: ብርሃንህንና	stem: ብርሀን
word: እንድፋ	stem: ንድፋ
word: እውነትነት	stem: ውነትነት
word: የሚበላ	stem: ሚበላ
word: ጨለማም	stem: ጨለማ
word: ድንፋታው	stem: ድንፋታ
word: ከእውነተኛ	stem: እውነተኛ
word: የምትወርሰው	citation: ወረሰ
word: ምግባቸውን	stem: ምግብ
word: ኮሮጆውን	stem: ኮሮጆ
word: የሚሟገት	citation: ተሟገተ
word: በሚከሰትበት	citation: ተከሰተ
word: አይመለስልህም	citation: ተመለሰ
word: ከየነገዶቻችሁ	stem: ነገዶቻችህ
word: የተሰለፉት	citation: ተሰለፈ
word: በሚጻረር	stem: ሚጻረር
word: አመጣብን	stem: አመጣብ
word: የምታቀርቧቸውን	citation: አቀረበ
word: የያዟቸውንም	stem: ያዝው
word: ከይጽሃር	stem: ይጽሀር
word: የገረዛቸው	stem: ገረዝ
word: የሚመሠክርብን	citation: መሰከረ
word: ስለማይፈቀድለት	stem: ማይፈቀድለት
word: ያሰብካቸውን	stem: ያሰብክ
word: ከላባ	stem: ላባ
word: ለምታስተምረው	stem: ምታስተምረ
